belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,release_year,return,day_of_week
,0.0,"[{'id': 27, 'name': 'Horror'}]",259761,en,"A woman prepares for bed, but realizes that something may be lurking in the shadows.",4.08272,[],['Sweden'],2013-12-01,0.0,3.0,[],Released,You shouldn't go to sleep tonight,Lights Out,7.5,2013,0.0,domingo
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",348060,fr,A french police unit that try to stop a group of criminals.,5.748885,"['M6 Films', 'Capture The Flag Films', 'Vertigo Films', 'Orange Cinéma Séries', 'W9']","['United Kingdom', 'France']",2015-08-19,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Good cops. Bad Attitude.,Antigang,5.8,2015,0.0,miércoles
,75000000.0,"[{'id': 878, 'name': 'Science Fiction'}]",10153,en,"The OSSA discovers a spacecraft thought to be at least 300 years old at the bottom of the ocean. Immediately following the discovery, they decide to send a team down to the depths of the ocean to study the space craft.They are the best of best, smart and logical, and the perfect choice to learn more about the spacecraft.",7.124735,"['Punch Productions', 'Warner Bros.', 'Baltimore Pictures', 'Constant c Productions']",['United States of America'],1998-02-13,13100000.0,134.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A thousand feet beneath the sea, the blackest holes are in the mind...",Sphere,5.8,1998,0.1746666666666666,viernes
,0.0,"[{'id': 27, 'name': 'Horror'}]",28072,es,"An old witch seeks vengence through the daughter of the politician who had her thrown in jail. Soon the little girl's head is spinning around, and an old priest is called in to perform an exorcism.",0.278839,"['Isaac Hernández Poncela', 'Richard Films P.C.']",['Spain'],1975-03-03,0.0,90.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,Good and evil battle for possession of the innocent!,Demon Witch Child,0.0,1975,0.0,lunes
['Bloodsport Collection'],0.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",25087,en,"After thief Alex Cardo gets caught while stealing an ancient katana in East Asia, he soon finds himself imprisoned and beaten up by the crowd there. One of the guards, Demon, feels upset by Alex appearance and tortures him as often as he gets the opportunity. Alex finds a friend and mentor in the jailhouse, Master Sun, who teaches him a superior fighting style called Iron Hand. When a 'best of the best kumite' is to take place, Demon gets an invitation. Now Master Sun and Alex need to find a way to let Alex take part in the kumite too.",3.085207,['FM Entertainment International N.V.'],['United States of America'],1996-03-01,684351.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Caught between honor and revenge, how far will one man go...",Bloodsport II,5.2,1996,inf,viernes
,0.0,"[{'id': 99, 'name': 'Documentary'}]",85039,en,"This feature-length documentary follows a group of people whose lives are dramatically transformed by a virtual world -- reshaping relationships, identities, and ultimately the very notion of reality.",0.874264,[],['United States of America'],2010-01-22,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Virtual World, New Reality",Life 2.0,6.5,2010,0.0,viernes
,10000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",79777,en,"During the Bosnian War, Danijel, a soldier fighting for the Serbs, re-encounters Ajla, a Bosnian who's now a captive in his camp he oversees. Their once promising connection has become ambiguous as their motives have changed.",2.772269,['FilmDistrict'],['United States of America'],2011-12-23,303877.0,127.0,"[{'iso_639_1': 'bs', 'name': 'Bosanski'}, {'iso_639_1': 'hr', 'name': 'Hrvatski'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sr', 'name': 'Srpski'}]",Released,Love can change what we want… war can change who we are,In the Land of Blood and Honey,5.8,2011,0.0303877,viernes
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",32726,en,"The adventures of oil well fire specialist Chance Buckman (based on real-life Red Adair), who extinguishes massive fires in oil fields around the world.",2.332425,['Universal Pictures'],['United States of America'],1968-11-27,0.0,121.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,The Toughest Hellfighter Of All!,Hellfighters,6.2,1968,0.0,miércoles
,0.0,"[{'id': 10402, 'name': 'Music'}]",197491,en,"The wisp of a storyline involves two-bit radio station owner Spud Miller, who doubles as the station's sole announcer while his comic partner Smiley serves as the house crooner. On the verge of bankruptcy, Spud is receptive to the wacky notions of George and Gracie, who've just invented a television device which can pick up and transmit any signal, any time, anywhere.",0.175738,['Paramount Pictures'],['United States of America'],1935-09-20,0.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A musical meteor of songs, comedy and romance!",The Big Broadcast of 1936,6.0,1935,0.0,viernes
['Hard Target Collection'],0.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",402331,en,"Forced into a deadly cat-and-mouse game, a disgraced mixed martial arts fighter is hunted through the jungles of Southeast Asia.",5.070828,"['Living Films', 'Universal 1440 Entertainment']",['United States of America'],2016-07-14,0.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's hunting season again...,Hard Target 2,5.6,2016,0.0,jueves
,20000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",12335,en,Three children evacuated from London during World War II are forced to stay with an eccentric spinster (Eglantine Price). The children's initial fears disappear when they find out she is in fact a trainee witch.,10.362012,['Walt Disney Productions'],['United States of America'],1971-10-07,17900000.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You'll beWITCHED! You'll beDAZZLED! You'll be swept into a world of enchantment BEYOND ANYTHING BEFORE!,Bedknobs and Broomsticks,6.8,1971,0.895,jueves
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",14096,en,"Following the dealings of a Melbourne-based hitman Ray as seen through the eyes of his ex-neighbour and friend Max, an Italian film student. Max and his camera witness Ray's work life as it unfolds from day to day, giving an insight into a world we rarely see, and at the same time developing an unusual friendship with his subject.",0.156075,[],[],2005-06-18,0.0,85.0,[],Released,For the right money he can make anything disappear,The Magician,6.0,2005,0.0,sábado
,9000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",17926,en,A group of aspiring entertainers try to establish careers for themselves in the city of Los Angeles.,1.494688,"['Lakeshore Entertainment', 'Intermedia Films', 'Cinerenta Medienbeteiligungs KG']",['United States of America'],2005-08-26,1046166.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They Know Each Other By Heart.,Undiscovered,4.5,2005,0.1162406666666666,viernes
,70000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",612,en,"During the 1972 Olympic Games in Munich, eleven Israeli athletes are taken hostage and murdered by a Palestinian terrorist group known as Black September. In retaliation, the Israeli government recruits a group of Mossad agents to track down and execute those responsible for the attack.",9.668761,"['DreamWorks SKG', 'Universal Pictures', 'Amblin Entertainment', 'Peninsula Films', 'Alliance Atlantis Communications', 'Kennedy/Marshall Company, The', 'Barry Mendel Productions']","['Canada', 'United States of America', 'France']",2005-12-22,130358911.0,164.0,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'el', 'name': 'ελληνικά'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,The world was watching in 1972 as 11 Israeli athletes were murdered at the Munich Olympics. This is the story of what happened next.,Munich,7.0,2005,1.862270157142857,jueves
,0.0,[],123620,en,"Spike Fumo is an Italian kid apsiring to be a boxer. He falls in love with a rich girl, who turns out to be the daughter of a Mafia boss. Spike is threatened to leave Bensonhurst by the mob, and then goes to a poverty-stricken Puerto Rican part of Brooklyn.",0.037969,['FilmDallas Pictures'],['United States of America'],1988-11-11,0.0,100.0,[],Released,One kid's fight for the respect of the neighborhood.,Spike of Bensonhurst,9.0,1988,0.0,viernes
,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",224944,en,"Janey arrives at a silent retreat in the middle of the woods for rehabilitation, only to discover that the men who run it aren't afraid to show her what lurks beyond the trees.",1.108737,['A Film Monkey Production'],['Canada'],2013-10-20,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The only way to escape the silence is to scream,Silent Retreat,5.9,2013,0.0,domingo
,0.0,"[{'id': 35, 'name': 'Comedy'}]",212926,en,Eddie York (MacMurray) is mistaken for playboy Francis Pemberton and gets into trouble.,0.356303,"['Columbia Pictures Corporation', 'Mutual Productions']",['United States of America'],1945-12-24,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's the promise of a rare good time!,Pardon My Past,7.5,1945,0.0,lunes
['The Blues Brothers Collection'],27000000.0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",525,en,"Jake Blues is just out of jail, and teams up with his brother, Elwood on a 'mission from God' to raise funds for the orphanage in which they grew up. The only thing they can do is do what they do best – play music – so they get their old band together and they're on their way, while getting in a bit of trouble here and there.",10.076901,['Universal Pictures'],['United States of America'],1980-06-17,115229890.0,133.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They'll never get caught. They're on a mission from God.,The Blues Brothers,7.5,1980,4.267773703703703,martes
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",6715,en,"Dexter, age 11, who has AIDS, and his next door neighbor Eric, a little older and much bigger, become best friends. Eric also becomes closer to Dexter's mother than to his own, who is neglectful and bigoted and violently forbids their friendship upon learning of it. Dexter and Erik start the journey to find ""The Cure"" they had read about in the local newspaper.",2.686342,"['Universal Pictures', 'Island World']",['United States of America'],1995-04-21,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The best cure for a disease is friendship,The Cure,7.2,1995,0.0,viernes
['Charlie Chan (Sidney Toler) Collection'],0.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",33388,en,Charlie's investigation of a phony psychic during the 1939 World Exposition on San Francisco's Treasure Island leads him to expose a suicide as murder.,0.597515,['Twentieth Century Fox Film Corporation'],['United States of America'],1939-08-31,0.0,72.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The strange case of murder by magic!,Charlie Chan at Treasure Island,6.6,1939,0.0,jueves
,0.0,"[{'id': 27, 'name': 'Horror'}]",27632,it,A vengeful witch and her fiendish servant return from the grave and begin a bloody campaign to possess the body of the witch's beautiful look-alike descendant. Only the girl's brother and a handsome doctor stand in her way.,4.683413,"['Alta Vista Productions', 'Jolly Film', 'Galatea Film']",['Italy'],1960-08-11,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,STARE INTO THESE EYES... discover deep within them the unspeakable terrifying secret of BLACK SUNDAY... it will paralyze you with fright!,Black Sunday,7.2,1960,0.0,jueves
['The Omen Collection'],6800000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10766,en,"Since the sudden and highly suspicious death of his parents, 12-year-old Damien has been in the charge of his wealthy aunt and uncle (Lee Grant and William Holden). Widely feared to be the Antichrist, Damien relentlessly plots to seize control of his uncle's business empire - and the world. Meanwhile, anyone attempting to unravel the secrets of Damien's sinister past or fiendish future meets with a swift and cruel demise.",10.235373,"['Twentieth Century Fox Film Corporation', 'Mace Neufeld Productions']",['United States of America'],1978-06-09,26518355.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The first time was only a warning.,Damien: Omen II,6.1,1978,3.899758088235294,viernes
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",14533,en,"Fact-based story of top fashion model Gia Marie Carangi follows her life from a rebel working in her father's diner at age 17 to her death in 1986 at age 26 from AIDS, one of the first women in America whose death was attributed to the disease. In between, she followed a downward spiral of drug abuse and failed relationships.",9.632616,['HBO Pictures'],['United States of America'],1998-01-31,0.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Too beautiful to die. Too wild to live.,Gia,6.7,1998,0.0,sábado
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",88737,en,"Chino is the tough leader of a motorcycle gang who starts off a war when he abducts and mistreats the leader of the enemy biker gang, Darryl, and his girlfriend Chris. Things get violent when Darryl comes back for revenge.",0.233983,['American International Pictures (AIP)'],['United States of America'],1967-01-01,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"STRADDLE YOUR HOGS AND RIDE, MAN! The 'Black Souls' vs the 'Stompers' in the deadliest gang war ever waged!",The Glory Stompers,6.7,1967,0.0,domingo
,0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]",124111,en,"Jett Jackson, who is the star of Silverstone, is considering quitting Silverstone when it is given a three year extension. During the filming of the last episode, Jett is accidently sucked into Silverstone's world when a prop malfunctions. Silverstone is zapped into Jett's world as well. In Silverstone's world, Jett has to save the world from Dr. Kragg's evil plans.",1.244915,"['Disney Channel', 'AAC Kids']",['Canada'],2001-06-08,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,All the rules have changed.,Jett Jackson: The Movie,4.2,2001,0.0,viernes
['The Amityville Horror Collection'],0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",11449,en,"George Lutz and his wife Kathleen, move into their Long Island dream house with their children only for their lives to be turned into a hellish nightmare. The legacy of a murder committed in the house gradually affects the family and a priest is brought in to try and exorcise the demonic presence from their home.",14.00318,['American International Pictures (AIP)'],['United States of America'],1979-07-27,86432000.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"For God's Sake, Get Out!",The Amityville Horror,6.2,1979,inf,viernes
,5500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",17689,en,Phoenix cop Ben Shockley is well on his way to becoming a derelict when he is assigned to transport a witness named Gus Mally from Vegas. Mally turns out to be a belligerent prostitute with mob ties and incriminating information regarding a high-placed figure.,6.389326,"['Malpaso Productions', 'Warner Bros.']",['United States of America'],1977-12-21,26414658.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Clint Eastwood is the man in the middle of The Gauntlet,The Gauntlet,6.6,1977,4.802665090909091,miércoles
,8000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",680,en,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",140.950236,"['Miramax Films', 'A Band Apart', 'Jersey Films']",['United States of America'],1994-09-10,213928762.0,154.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Just because you are a character doesn't mean you have character.,Pulp Fiction,8.3,1994,26.74109525,sábado
['Deathstalker Collection'],0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",47360,en,"The third thrilling saga of Deathstalker pits him against the evil wizard and ruler of the Southland, Troxartes, and his band of undead warriors. Dashing Deathstalker is entrusted by the beautiful Princess Carissa to protect an enchanted Jewel one of three which together hold the key to the lost city of treasure, Erendor. The missing pair of gems are stashed all too safely in the heavily guarded castle of the wicked Troxartes. His mission clear, Deathstalker rouses his troops and storms the fortress with the power of lightning. And in this fateful battle, one man will survive to witness the magical secrets of Erendor.",1.148894,['Concorde-New Horizons'],"['United States of America', 'Mexico']",1988-01-01,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The most action packed Deathstalker yet!,Deathstalker and the Warriors from Hell,2.1,1988,0.0,viernes
,0.0,"[{'id': 18, 'name': 'Drama'}]",3178,en,The story of writer William Seward Burroughs and his wife.,0.758451,"['Martien Holdings A.V.V.', 'Walking Pictures', 'Background Productions', 'Beat LLC', 'Millenium Pictures', 'Pendragon Film', 'Pfilmco']",['United States of America'],2000-01-29,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Sex and Drugs before Rock and Roll,Beat,4.9,2000,0.0,sábado
['Cheech & Chong Collection'],0.0,"[{'id': 35, 'name': 'Comedy'}]",20075,en,"Cheech and Chong house sit for a marijuana grower and rip off the crop. Stalked by keystone-style cops, Los Guys have a series of encounters with L.A. area characters even weirder than themselves",11.389252,"['Columbia Pictures', 'C & C Brown Production']",['United States of America'],1981-07-24,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The story of two enterprising young men who make an amazing amount of money selling ice cream.,Nice Dreams,6.6,1981,0.0,viernes
,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",19616,hi,New York is a contemporary story of friendship set against the larger than life backdrop of a city often described as the centre of the world. Omar has gone abroad for the first time in his life and soon enough he begins to see and love America through the eyes of his American friends - Sam and Maya. It is the story of these three friends discovering a new world together.,2.431428,"['Yash Raj Films', 'Sri & Company']","['United States of America', 'India']",2009-06-26,0.0,153.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,Three friends ready to face the world... and then the world changed.,New York,6.3,2009,0.0,viernes
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",87078,en,"Brothers Vincent (rich) and Clay (poor) meet up for the first time after their father's funeral and remark on how similar they look. But unknown to Clay, who thinks his life is taking a turn for the better, Vince is actually plotting to kill him with a car bomb and pass the corpse off as his own, planning to start a new life elsewhere with his father's inheritance. But Clay survives the blast and has his face, memory and identity restored in hospital... but are they the right ones?",1.298224,['Kino Korsakoff'],['United States of America'],1993-09-14,102780.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A thriller where nothing is black and white.,Suture,6.0,1993,inf,martes
,50000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",300671,en,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,18.022579,"['Paramount Pictures', '3 Arts Entertainment', 'Bay Films', 'Latina Pictures', 'Dune Films']","['Malta', 'Morocco', 'United States of America']",2016-01-13,69411370.0,144.0,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"When everything went wrong, six men had the courage to do what was right.",13 Hours: The Secret Soldiers of Benghazi,7.0,2016,1.3882274,miércoles
['Despicable Me Collection'],80000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",324852,en,Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,36.631519,['Illumination Entertainment'],['United States of America'],2017-06-15,1020063384.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Oh brother.,Despicable Me 3,6.2,2017,12.7507923,jueves
['Single White Female Collection'],16000000.0,"[{'id': 53, 'name': 'Thriller'}]",9605,en,"Attractive Manhattanite Allison Jones has it all: a handsome beau, a rent-controlled apartment, and a promising career as a fashion designer. When boyfriend Sam proves unfaithful, Allison strikes out on her own but must use the classifieds to seek out a roommate in order to keep her spacious digs.",7.246119,['Columbia Pictures'],['United States of America'],1992-08-14,48017402.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Living with a roommate can be murder.,Single White Female,6.0,1992,3.001087625,viernes
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",8748,en,"The New Zealand made ""Eagle vs Shark"" is the tale of two socially awkward misfits and the strange ways they try to find love; through revenge on high-school bullies, burgers, and video games.  Love blossoms for Lily over double Meaty Boy burgers at mid-day when uber-computer nerd Jarrod comes in and leaves with free extra large fries.  After gatecrashing Jarrod's party and proving her skills on the game console, Lily goes down to Jarrod's home town with him so he can settle an old score with a past school bully.",5.327507,['Whenua Films'],['New Zealand'],2007-07-15,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There's Someone For Everyone... Luckily Love Is Blind.,Eagle vs Shark,6.7,2007,0.0,domingo
,18000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",20483,en,"Athletic 12-year-old Maddy (Kristen Stewart) shares an enthusiasm for mountain climbing with her father, Tom (Sam Robards). Unfortunately, Tom suffers a spinal injury while scaling Mount Everest, and his family is unable to afford the surgery that can save him. Maddy decides to get the money for her father's operation by robbing a high-security bank. She relies on her climbing skills and help from her geeky friends (Max Thieriot, Corbin Bleu) to pull it off successfully.",5.226389,"['Fox 2000 Pictures', 'Mad Chance', 'Nimbus Film Productions', 'Mediastream Dritte Film GmbH & Co. Beteiligungs KG', 'Splendid Productions']",['United States of America'],2004-02-06,16702864.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They're on a mission without permission.,Catch That Kid,5.0,2004,0.9279368888888888,viernes
,28000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3525,en,"Witty, romantic look at life in the corporate jungle. Tess McGill is an ambitious secretary with a unique approach for climbing the ladder to success. When her classy, but villainous boss breaks a leg skiing, Tess takes over her office, her apartment and even her wardrobe. She creates a deal with a handsome investment banker that will either take her to the top, or finish her off for good.",8.318954,['Twentieth Century Fox Film Corporation'],['United States of America'],1988-12-20,103173635.0,114.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,For anyone who's ever won. For anyone who's ever lost. And for everyone who's still in there trying.,Working Girl,6.5,1988,3.684772678571429,martes
,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",412105,en,"After arguing with his girlfriend, Ali, Tyler lands in the arms of sexy new girl, Holly. The next morning, he finds that not only does Ali agree to take him back, but Holly is a new student at their school and is dead set on her new man.",12.910289,"['Netflix', 'Awesomeness Films']",['United States of America'],2017-06-19,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some mistakes won't let go.,You Get Me,5.5,2017,0.0,lunes
,19400000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",14202,en,"A British medical doctor fights a cholera outbreak in a small Chinese village, while also being trapped at home in a loveless marriage to an unfaithful wife.",11.370183,"['Emotion Pictures', 'The Mark Gordon Company', 'Class 5 Films', 'Yari Film Group', 'Warner China Film HG Corporation', 'Stratus Film Co.', 'WIP', 'Bob Yari Productions', 'The Colleton Company', 'Dragon Studios']","['Canada', 'China', 'United States of America']",2006-12-09,0.0,125.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Sometimes the greatest journey is the distance between two people.,The Painted Veil,7.1,2006,0.0,sábado
,0.0,"[{'id': 99, 'name': 'Documentary'}]",202132,en,"In the spring of 1939, Gilbert and Eleanor Kraus embarked on a risky and unlikely mission. Traveling into the heart of Nazi Germany, they rescued 50 Jewish children from Vienna and brought them to the United States.",0.054699,[],[],2013-04-07,0.0,62.0,[],Released,Two Ordinary Americans. Fifty Innocent Lives. One Unforgettable Journey.,50 Children: The Rescue Mission of Mr. and Mrs. Kraus,0.0,2013,0.0,domingo
,0.0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",55638,en,"The world goes backwards on Opposite Day. The kids become adults, and the adults become kids.",1.389182,[],[],2009-11-07,0.0,88.0,[],Released,Today Kids Rule,Opposite Day,3.2,2009,0.0,sábado
,0.0,"[{'id': 99, 'name': 'Documentary'}]",381058,en,"Launched in 1982 by three friends in a Houston diner, Compaq Computer set out to build a portable PC to take on IBM, the world’s most powerful tech company. Many had tried cloning the industry leader’s code, only to be trounced by IBM and its high-priced lawyers. Explore the remarkable David vs. Goliath story, and eventual demise, of Compaq, an unlikely upstart who altered the future of computing and helped shape the world as we know it today.",1.297714,"['Campfire', 'Zipper Bros Films', 'Fancy Film Post Services']",['United States of America'],2016-09-16,0.0,78.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They risked their future to create ours...,Silicon Cowboys,6.3,2016,0.0,viernes
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",14750,en,"1956: The shy Jonathan's luck with girls changes when he wins the rebellious Gene as a friend in his last year of high school. Gene is adored by many girls and manages to teach Jonathan a few lessons. Gene himself would rather just be with one girl: his girlfriend Bunny. But since his father is poor, her parents don't accept him.",7.356831,['Twentieth Century Fox Film Corporation'],['United States of America'],1985-02-08,8692426.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The first time seems like the worst time, but it's the one time you'll never forget!",Mischief,6.2,1985,inf,viernes
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",53624,en,Rodeo star John Scott and his gambler friend Kansas Charlie are wrongly accused of armed robbery. They leave town as fast as they can to go looking for their own suspects in Poker City.,0.784048,"['Monogram Pictures', 'Paul Malvern Productions']",['United States of America'],1935-04-21,0.0,54.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Lone Star Western Release,The Desert Trail,3.3,1935,0.0,domingo
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",98308,en,"An unimpressive, boring high-school geek is bitten and contracts vampirical symptoms, transforming him into a confident coolio.",0.060535,[],[],1988-01-01,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A deliciously wicked story of a boy and his teeth.,Teen Vamp,3.5,1988,0.0,viernes
